排名,代號,名稱,市場,股價日期,當日走勢,成交,漲跌價,漲跌幅,成交張數,面值(元),股本(億),市值(億),成立年數,上市年數,產業別,董事長,總經理
998,6486,互動,櫃,07/06,    ,48.75,0.25,+0.52%,513,10,4.62,22.5,14.1,0.8,通信網路業,鄭炎為,郭俊良
999,3229,晟鈦,市,07/06,    ,24,-1,-4%,939,10,9.35,22.4,29.9,7.5,電子零組件業,巫盈助,巫盈助
1000,6217,中探針,櫃,07/06,    ,35.45,0.55,+1.58%,230,10,6.32,22.4,31.5,14.5,電子零組件業,陳志峰,陳志峰
1001,8279,生展,櫃,07/06,    ,106.5,-1.5,-1.39%,117,10,2.1,22.4,18.2,0.8,生技醫療業,陳威仁,陳威仁
1002,2460,建通,市,07/06,    ,13.2,0.1,+0.76%,379,10,16.9,22.3,24,15.8,電子零組件業,蘇中宏,蘇敦仁
1003,3707,漢磊,櫃,07/06,    ,12.8,-0.1,-0.78%,550,10,17.4,22.3,2.8,2.8,半導體業,徐建華,徐建華(執行長)
1004,2008,高興昌,市,07/06,    ,9.99,-0.06,-0.6%,56,10,22.3,22.3,51.5,28.5,鋼鐵工業,呂泰榮,勝呂榮峰
1005,3024,憶聲,市,07/06,    ,8.03,-0.05,-0.62%,332,10,27.7,22.3,41,14.9,光電業,趙登榜,張鏡湖
1006,4979,華星光,櫃,07/06,    ,30.05,0.1,+0.33%,261,10,7.4,22.2,15.6,5.6,通信網路業,龔行憲,倪慎如
1007,4907,富宇,櫃,07/06,    ,18.8,0,0%,13,10,11.8,22.2,28.9,15.3,建材營造業,張清全,鍾堯明
1008,6026,福邦證,櫃,07/06,    ,9.17,-0.02,-0.22%,267,10,24.2,22.2,27.8,1.4,證券業,林火燈,鄭更義
1009,3680,家登,櫃,07/06,    ,33.6,0.1,+0.3%,36,10,6.6,22.2,19.3,5.9,半導體業,邱銘乾,林添瑞
1010,6168,宏齊,市,07/06,    ,10.75,-0.05,-0.46%,175,10,20.6,22.2,22.3,13.9,光電業,汪秉龍,汪秉龍
1011,4168,醣聯,櫃,07/06,    ,28.55,0.15,+0.53%,48,10,7.7,22,16.4,4.6,生技醫療業,張東玄,張東玄
1012,3624,光頡,櫃,07/06,    ,18.7,0.05,+0.27%,69,10,11.7,21.9,19.8,6.3,電子零組件業,蔡高明,張遠生
1013,2543,皇昌,市,07/06,    ,9.06,-0.01,-0.11%,7,10,24.2,21.9,36.4,17.7,建材營造業,江程金,黃重雷
1014,4707,磐亞,櫃,07/06,    ,9.71,-0.07,-0.72%,121,10,22.6,21.9,35.3,19.1,化學工業,王貴鋒,王皆誼
1015,4916,事欣科,市,07/06,    ,30.85,1,+3.35%,448,10,7.09,21.9,15.5,3.6,電腦及週邊設備業,廖文嘉,廖文嘉
1016,4905,台聯電,櫃,07/06,    ,44.95,-0.55,-1.21%,207,10,4.86,21.9,26.9,15.6,通信網路業,睿進科技顧問股份有限公司代表人梁基岩,梁基岩
1017,6508,惠光,櫃,07/06,    ,26.8,0,0%,76,10,8.14,21.8,51.6,13.3,塑膠工業,陳榮東,陳冠華
1018,2911,麗嬰房,市,07/06,    ,10.65,-0.1,-0.93%,472,10,20.4,21.8,44.1,20.5,貿易百貨業,林柏蒼,張育韶
1019,3057,喬鼎,市,07/06,    ,13.35,0,0%,117,10,16.2,21.7,26.4,14.6,電腦及週邊設備業,林東旭,林東旭
1020,3217,優群,櫃,07/06,    ,26.35,-0.15,-0.57%,159,10,8.21,21.6,29.9,13.2,電子零組件業,王朝樑,劉興義
1021,3047,訊舟,市,07/06,    ,10.8,0,0%,145,10,20,21.6,31,14.9,通信網路業,任冠生,任冠生
1022,9919,康那香,市,07/06,    ,10.95,0.05,+0.46%,56,10,19.7,21.6,45.6,22.7,其他業,戴榮吉,戴秀玲
1023,3188,鑫龍騰,櫃,07/06,    ,20.3,0,0%,43,10,10.6,21.6,16.6,13.3,半導體業,黃學藤,黃學藤
1024,9944,新麗,市,07/06,    ,19.6,-0.05,-0.25%,57,10,10.9,21.4,54.8,14.9,其他業,簡瑞瑞,簡裘裘
1025,8929,富堡,櫃,07/06,    ,58,1.5,+2.65%,397,10,3.68,21.4,39.9,16.6,其他業,林煥強,林煥強
1026,3323,加百裕,櫃,07/06,    ,24.5,0.2,+0.82%,2736,10,8.68,21.3,19.6,10,電腦及週邊設備業,黃世明,黃世明
1027,4956,光鋐,市,07/06,    ,21.15,0.3,+1.44%,2576,10,10,21.2,11.1,5.7,光電業,洪水樹,許明森
1028,8074,鉅橡,櫃,07/06,    ,26.5,-0.15,-0.56%,238,10,7.99,21.2,21.4,13.4,電子零組件業,莊煌星,莊煌星
1029,8905,裕國,櫃,07/06,    ,17.7,0.1,+0.57%,335,10,11.9,21.1,27.1,21.4,其他業,詹義郎,詹義郎
1030,4432,銘旺實,櫃,07/06,    ,41.7,0.05,+0.12%,15,10,5.06,21.1,31.4,4.6,紡織纖維,陳盈璇,呂清裕
1031,3294,英濟,櫃,07/06,    ,16.15,0.35,+2.22%,301,10,13,21,25.7,10.2,電子零組件業,徐文麟,徐文麟
1032,3490,單井,櫃,07/06,    ,31.2,0.3,+0.97%,153,10,6.72,21,28,9.7,光電業,王祥亨,游孟哲
1033,1514,亞力,市,07/06,    ,10.4,0.05,+0.48%,539,10,20.1,20.9,48.8,23.3,電機機械,李文,鄭朝彬
1034,4534,慶騰,櫃,07/06,    ,25.65,-0.15,-0.58%,227,10,8.15,20.9,24.4,14.3,電機機械,王光彬,王興威
1035,1439,中和,市,07/06,    ,22.7,0.6,+2.71%,482,10,9.2,20.9,52.8,28.1,紡織纖維,陳植英,黃進財
1036,1595,川寶,櫃,07/06,    ,53.9,4.9,+10%,311,10,3.87,20.9,18.4,5.8,電子零組件業,張鴻明,張鴻明
1037,2417,圓剛,市,07/06,    ,10.8,0,0%,508,10,19.3,20.8,27.5,16.8,電腦及週邊設備業,郭重松,郭重松
1038,3296,勝德,市,07/06,    ,21.2,-0.65,-2.97%,4891,10,9.82,20.8,16.6,9.5,電子零組件業,周義雄,周義雄
1039,4133,亞諾法,市,07/06,    ,35.35,-0.05,-0.14%,7,10,5.88,20.8,15.5,7.5,生技醫療業,黃韋伯,黃韋伯
1040,3052,夆典,市,07/06,    ,8.91,-0.01,-0.11%,130,10,23.3,20.8,40.9,21.6,建材營造業,郭國華,郭國華
1041,3141,晶宏,櫃,07/06,    ,32.8,-0.6,-1.8%,626,10,6.32,20.7,17.9,3.3,半導體業,徐豫東,徐豫東
1042,3338,泰碩,市,07/06,    ,29.75,-0.1,-0.34%,94,10,6.96,20.7,22.8,3.6,電子零組件業,余清松,梁竣興
1043,1524,耿鼎,市,07/06,    ,11.5,-0.05,-0.43%,246,10,18,20.7,31.3,18.7,電機機械,李茂源,李茂源
1044,4503,金雨,櫃,07/06,    ,52.6,0.1,+0.19%,27,10,3.93,20.7,37,20.5,電機機械,卓燦然,卓燦然
1045,1724,台硝,市,07/06,    ,16.15,-0.05,-0.31%,10,10,12.8,20.6,63,22.3,化學工業,林宏信,劉忠奇
1046,6284,佳邦,櫃,07/06,    ,20.1,-0.15,-0.74%,112,10,10.3,20.6,19,13,電子零組件業,鄭敦仁,曾明燦
1047,4533,協易機,櫃,07/06,    ,13,-0.05,-0.38%,106,10,15.8,20.6,35.3,15.2,電機機械,郭雅慧,郭挺鈞
1048,5519,隆大,市,07/06,    ,11.25,0,0%,31,10,18.3,20.6,35.2,3.4,建材營造業,陳武聰,郭漢龍
1049,4175,杏一,櫃,07/06,    ,72.9,0,0%,0,10,2.82,20.6,25.2,3.2,生技醫療業,陳麗如,蔡德忠
1050,4984,科納-KY,市,07/06,    ,44.9,0.3,+0.67%,177,10,4.58,20.5,8.6,5.9,通信網路業,袁海驥,袁海驥
1051,5474,聰泰,櫃,07/06,    ,60.9,-0.5,-0.81%,233,10,3.37,20.5,26.8,16.3,電腦及週邊設備業,陳立民,趙希政
1052,4192,杏國,櫃,07/06,    ,29.35,-0.45,-1.51%,25,10,6.99,20.5,9,2.7,生技醫療業,李志文,蘇慕寰
1053,3693,營邦,櫃,07/06,    ,53.2,-0.2,-0.37%,57,10,3.85,20.5,21.2,3.6,電腦及週邊設備業,梁順營,梁順營
1054,4909,新復興,櫃,07/06,    ,21.95,0.25,+1.15%,102,10,9.34,20.5,32.6,14.6,通信網路業,張永輝,張永輝
1055,1799,易威,櫃,07/06,    ,24.45,0.15,+0.62%,171,10,8.36,20.4,18.9,8.7,生技醫療業,李世仁,李艾平
1056,1467,南緯,市,07/06,    ,9.71,-0.16,-1.62%,437,10,21,20.4,38.9,18.5,紡織纖維,林瑞岳,楊維漢
1057,4207,環泰,櫃,07/06,    ,11.75,0.25,+2.17%,232,10,17.4,20.4,32.9,17.5,食品工業,康永明,康智量
1058,5309,系統電,櫃,07/06,    ,9.54,0.04,+0.42%,206,10,21.4,20.4,39.7,21.3,電子零組件業,李益仁,駱捷中
1059,1618,合機,市,07/06,    ,8.44,0,0%,36,10,24.1,20.3,28.4,16.8,電器電纜,楊碧綺,李新政
1060,1586,和勤,櫃,07/06,    ,29.15,-0.25,-0.85%,156,10,6.96,20.3,24.7,5.5,電機機械,邱東和,邱東和
1061,3494,誠研,市,07/06,    ,11.3,0.05,+0.44%,230,10,17.9,20.3,16.4,9.6,電腦及週邊設備業,光風投資代表黃健華,黃健華
1062,4113,聯上,櫃,07/06,    ,9.85,0,0%,78,10,20.6,20.3,19.4,14,建材營造業,蘇永義,蘇永義
1063,3580,友威科,櫃,07/06,    ,31.2,0.05,+0.16%,583,10,6.48,20.2,14.7,7,其他電子業,李原吉,李原吉
1064,3625,西勝,櫃,07/06,    ,32.75,0.25,+0.77%,1420,10,6.17,20.2,21.1,7.7,電腦及週邊設備業,黃宗偉,黃宗偉
1065,3528,安馳,市,07/06,    ,32,0,0%,83,10,6.31,20.2,16.5,1.1,電子通路業,李瑞西,李瑞西
1066,8240,華宏,櫃,07/06,    ,20.2,0,0%,43,10,10,20.2,43.9,12,光電業,張瑞欽,葉清彬
1067,2028,威致,市,07/06,    ,6.2,0.02,+0.32%,59,10,32.6,20.2,34.7,20.6,鋼鐵工業,郭瑞西,郭素惠
1068,8049,晶采,櫃,07/06,    ,17,0.2,+1.19%,539,10,11.8,20.1,19.3,13.4,光電業,蘇漢傑,陳志湧
1069,8072,陞泰,市,07/06,    ,20.05,0,0%,68,10,10,20,21,11.9,光電業,陳世忠,田正平
1070,6208,日揚,櫃,07/06,    ,20.2,0.2,+1%,4412,10,9.9,20,20.1,14.5,電子零組件業,吳明田,寇崇善
1071,5230,雷笛克光學,櫃,07/06,    ,40.4,-0.25,-0.62%,289,10,4.95,20,9.3,5.1,光電業,唐德龍,唐德龍
1072,3622,洋華,市,07/06,    ,13.2,0.05,+0.38%,134,10,15.1,20,14.9,8.3,光電業,白志強,許益川
1073,4804,大略-KY,櫃,07/06,    ,55.4,-0.6,-1.07%,327,10,3.6,20,5.9,1.6,觀光事業,梁競偉,梁競偉
1074,6161,捷波,櫃,07/06,    ,16.5,-0.05,-0.3%,3345,10,12.1,19.9,30.9,15.4,電腦及週邊設備業,楊光強,從慶洲
1075,2546,根基,市,07/06,    ,18.8,0.05,+0.27%,44,10,10.6,19.9,35.2,16.8,建材營造業,馬玉山,黃慧仁
1076,2461,光群雷,市,07/06,    ,14.85,0.1,+0.68%,570,10,13.4,19.9,29.2,15.8,其他電子業,郭維武,陳皓凱
1077,3669,圓展,市,07/06,    ,20.35,-0.3,-1.45%,42,10,9.75,19.8,9.5,5.9,光電業,郭重松,許起裕
1078,1529,樂士,市,07/06,    ,3.3,-0.05,-1.49%,21,10,60,19.8,39.1,16.8,電機機械,陳龍發,許明杰
1079,8426,紅木-KY,櫃,07/06,    ,40.95,0,0%,4,10,4.83,19.8,6.9,5.6,其他業,蘇聰明,李聖強
1080,3218,大學光,櫃,07/06,    ,25.9,0.05,+0.19%,127,10,7.61,19.7,22.9,12.6,生技醫療業,歐淑芳,盧政宏
1081,4728,雙美,櫃,07/06,    ,36.15,0.1,+0.28%,166,10,5.45,19.7,16.4,5.5,生技醫療業,蔡國洲,林泉源
1082,3055,蔚華科,市,07/06,    ,19,-0.05,-0.26%,495,10,10.3,19.7,29.6,14.6,電子通路業,許宗賢,許宗賢
1083,3536,誠創,市,07/06,    ,20.25,-0.25,-1.22%,1373,10,9.68,19.6,17.3,9.2,半導體業,馬永玲,馬永玲
1084,5520,力泰,櫃,07/06,    ,27.6,-0.1,-0.36%,1,10,7.1,19.6,41.2,17.7,建材營造業,吳良材,吳良材
1085,5398,力瑋,櫃,07/06,    ,39.2,0.05,+0.13%,7,10,5,19.6,39,17.7,電子零組件業,曾天賜,黃旭仁(執行長)
1086,1220,台榮,市,07/06,    ,11,0.05,+0.46%,1854,10,17.7,19.5,48.3,25.6,食品工業,陳維讓,陳英凱
1087,2483,百容,市,07/06,    ,17.6,0,0%,128,10,11.1,19.5,35.6,15.8,電子零組件業,廖本林,廖本林
1088,3631,晟楠,櫃,07/06,    ,24.3,0.2,+0.83%,4,10,7.99,19.4,33.2,6.5,電子零組件業,林朝榮,林朝榮
1089,3628,盈正,櫃,07/06,    ,42.8,-0.2,-0.47%,11,10,4.5,19.3,19.2,6.8,其他電子業,許文,許文
1090,6465,威潤,櫃,07/06,    ,79,-0.5,-0.63%,46,10,2.44,19.3,7.5,1.6,通信網路業,湯潤闊,湯潤闊
1091,3221,台嘉碩,櫃,07/06,    ,19.95,0.55,+2.84%,134,10,9.64,19.2,19.7,11.4,通信網路業,黃鈺同,陳瑞鴻
1092,3694,海華,市,07/06,    ,14.35,-0.1,-0.69%,150,10,13.3,19.2,12.2,6.2,通信網路業,程建中,李聰結
1093,4933,友輝,櫃,07/06,    ,24.75,0.2,+0.81%,63,10,7.73,19.1,13.5,7.2,光電業,吳東昇,吳昕杰
1094,1809,中釉,市,07/06,    ,11.45,0,0%,39,10,16.7,19.1,42.6,21.2,玻璃陶瓷,蔡憲龍,高進昇
1095,3164,景岳,市,07/06,    ,21.4,0.1,+0.47%,36,10,8.89,19,16.6,7.3,生技醫療業,陳根德,賴威光
1096,3303,岱稜,櫃,07/06,    ,19.8,-0.05,-0.25%,94,10,9.61,19,26.9,10.1,化學工業,蔡國龍,李顯昌
1097,3094,聯傑,市,07/06,    ,22.85,0,0%,432,10,8.33,19,20.9,9.9,半導體業,郝挺,陳念台
1098,8121,越峰,櫃,07/06,    ,10.4,0.2,+1.96%,482,10,18.2,19,25.8,12.4,電子零組件業,吳亦圭,吳憲聰
1099,9929,秋雨,市,07/06,    ,11.2,-0.3,-2.61%,39,10,16.9,18.9,40.8,18,其他業,陳慧遊,謝志達
1100,3310,佳穎,櫃,07/06,    ,22.55,0.55,+2.5%,531,10,8.38,18.9,29,9,電子零組件業,林坡圳,朱理華
1101,2924,東凌-KY,櫃,07/06,    ,55.5,0.1,+0.18%,105,10,3.4,18.9,8.4,5.6,貿易百貨業,林寶霞,許復進
1102,3551,世禾,櫃,07/06,    ,33.15,0.5,+1.53%,133,10,5.68,18.8,20,9.2,其他電子業,陳學聖,陳學哲
1103,4510,高鋒,櫃,07/06,    ,17.4,0,0%,22,10,10.8,18.8,38.4,19.4,電機機械,沈國榮,沈國榮
1104,1417,嘉裕,市,07/06,    ,4.94,0.02,+0.41%,262,10,38,18.8,47.6,40.5,紡織纖維,戚維功,賴宗仁
1105,5426,振發,櫃,07/06,    ,13.05,0.05,+0.38%,93,10,14.4,18.8,45,17.4,電腦及週邊設備業,蔡陳美麗,蔡宗勳
1106,3315,宣昶,市,07/06,    ,26.7,0,0%,68,10,7.03,18.8,25.1,10.7,電子通路業,高金榮,劉憲
1107,1236,宏亞,市,07/06,    ,17.3,0,0%,13,10,10.8,18.7,41.1,15.8,食品工業,張豪城,張云綺
1108,4930,燦星網,市,07/06,    ,13.95,0,0%,52,10,13.4,18.7,7.7,7,電器電纜,陳彥君,陳彥君
1109,3591,艾笛森,市,07/06,    ,14.15,0.05,+0.35%,83,10,13.2,18.7,15.8,6.7,光電業,吳建榮,吳建榮
1110,8101,華冠,市,07/06,    ,4.5,-0.03,-0.66%,337,10,41.6,18.7,17.9,13,通信網路業,李森田,周照程
1111,6123,上奇,櫃,07/06,    ,33.95,0.15,+0.44%,303,10,5.51,18.7,25.9,15.5,電腦及週邊設備業,許承強,許承強
1112,8027,鈦昇,櫃,07/06,    ,30.35,-0.1,-0.33%,203,10,6.16,18.7,22.7,2.1,電機機械,王明慶,陳坤山
1113,8927,北基,櫃,07/06,    ,9.75,0.25,+2.63%,118,10,19.2,18.7,28.6,16.7,油電燃氣業,鍾嘉村,王智民
1114,1762,中化生,市,07/06,    ,24.1,0,0%,71,10,7.76,18.7,53.1,6.5,生技醫療業,王勳聖,楊志平
1115,2425,承啟,市,07/06,    ,17.1,0.05,+0.29%,86,10,10.9,18.7,30.6,16.8,電腦及週邊設備業,高樹榮,高樹榮
1116,8431,匯鑽科,櫃,07/06,    ,41.55,0.35,+0.85%,160,10,4.49,18.7,8.8,2.3,其他電子業,李素白,黃崇榮
1117,4944,兆遠,櫃,07/06,    ,8.82,0.22,+2.56%,329,10,21.2,18.7,16.7,6.1,光電業,姚宕梁,吳政穆
1118,6506,雙邦,櫃,07/06,    ,24.25,-0.2,-0.82%,53,10,7.69,18.6,27.6,6.2,化學工業,張崇棠,許瑜娟
1119,1528,恩德,市,07/06,    ,10.35,0,0%,116,10,18,18.6,45,16.8,電機機械,廖文嘉,林其泉
1120,1783,和康生,市,07/06,    ,23.6,0.35,+1.51%,151,10,7.88,18.6,18.6,3.5,生技醫療業,徐立德,陳松青
1121,3071,協禧,櫃,07/06,    ,12.7,0.25,+2.01%,578,10,14.6,18.6,39,12.5,電腦及週邊設備業,黃瑞益,林昭雄
1122,6234,高僑,櫃,07/06,    ,19.9,0.1,+0.51%,115,10,9.29,18.5,27.2,14.3,光電業,李義隆,李義隆
1123,3402,漢科,櫃,07/06,    ,25.2,0.2,+0.8%,697,10,7.3,18.4,26.9,10.5,其他電子業,溫永宏,謝清泉
1124,1731,美吾華,市,07/06,    ,13.8,0,0%,158,10,13.3,18.3,40.8,15.8,生技醫療業,李成家,賴育儒
1125,3623,富晶通,櫃,07/06,    ,50.3,-0.1,-0.2%,90,10,3.63,18.2,16.6,7.2,光電業,翁明顯,余建華
1126,3332,幸康,櫃,07/06,    ,37.9,0,0%,0,10,4.81,18.2,26.4,9.5,電子零組件業,鄭震三,顏雲曉
1127,2486,一詮,市,07/06,    ,8.87,0.01,+0.11%,246,10,20.5,18.2,39.9,15.8,光電業,周萬順,周萬順
1128,8261,富鼎,市,07/06,    ,22.3,0.3,+1.36%,134,10,8.13,18.1,19,7.6,半導體業,鄧富吉,鄧富吉
1129,5225,東科-KY,市,07/06,    ,29.45,-0.05,-0.17%,14,10,6.15,18.1,6.4,4.7,其他電子業,劉政林,白錦蒼
1130,6219,富旺,櫃,07/06,    ,10.4,0,0%,17,10,17.4,18.1,20.2,14.4,建材營造業,林正雄,林正雄
1131,6237,驊訊,櫃,07/06,    ,23.1,0.05,+0.22%,48,10,7.81,18,25.6,14.2,半導體業,鄭期成,鄭期成
1132,1787,福盈科,櫃,07/06,    ,25.05,0.1,+0.4%,404,10,7.2,18,38.5,12.2,化學工業,莊才晉,江志舜
1133,2901,欣欣,市,07/06,    ,24.6,0.1,+0.41%,5,10,7.3,18,46.2,41.2,貿易百貨業,吳有明,楊喬百
1134,4706,大恭,櫃,07/06,    ,22.7,0,0%,98,10,7.9,17.9,51.2,19.2,化學工業,鄧加惠,黃明發
1135,4305,世坤,櫃,07/06,    ,32.55,0,0%,4,10,5.5,17.9,30.7,16.8,塑膠工業,林璋賦,陳俊成
1136,4729,熒茂,櫃,07/06,    ,17.05,0,0%,58,10,10.5,17.9,12.1,8.4,光電業,方敏宗,方敏宗
1137,5215,科嘉-KY,市,07/06,    ,32.9,-0.1,-0.3%,130,10,5.43,17.9,7.9,5.5,電腦及週邊設備業,林志峰,林志峰
1138,1410,南染,市,07/06,    ,24.8,0,0%,63,10,7.2,17.9,52.5,43.7,紡織纖維,何  鈞,何  鈞
1139,2596,綠意,櫃,07/06,    ,18.25,-0.1,-0.54%,160,10,9.74,17.8,16.2,8.1,建材營造業,許燈城,許燈城
1140,3518,柏騰,市,07/06,    ,22,0,0%,165,10,8.07,17.8,21.7,9.6,其他電子業,陳在樸,王嘉業
1141,3038,全台,市,07/06,    ,9.67,-0.07,-0.72%,150,10,18.3,17.7,22.8,14.9,光電業,曾瑞銘,王臺光
1142,1325,恆大,市,07/06,    ,20.7,0,0%,3,10,8.53,17.7,54.7,16.8,塑膠工業,黃美慧,黃美慧
1143,1469,理隆,市,07/06,    ,14.15,0.15,+1.07%,1,10,12.5,17.6,31.9,18.4,紡織纖維,陳重義,劉昭安
1144,3058,立德,市,07/06,    ,10.25,0.05,+0.49%,70,10,17.2,17.6,47.3,14.6,電子零組件業,包忠詒,藍建銅
1145,1235,興泰,市,07/06,    ,28.9,0,0%,152,10,6.07,17.5,44.6,16.8,食品工業,吳金泉,吳金泉
1146,8043,蜜望實,櫃,07/06,    ,21.9,0.05,+0.23%,174,10,7.99,17.5,28.1,13.7,電子零組件業,林訓民,林訓民
1147,3224,三顧,櫃,07/06,    ,39.75,-1.2,-2.93%,413,10,4.39,17.5,18.8,13.1,電子通路業,胡立三,唐洪德
1148,5703,亞都,櫃,07/06,    ,24.85,0.05,+0.2%,2,10,7.02,17.5,40.1,18.1,觀光事業,周永銘,顏鎮國
1149,4716,大立,櫃,07/06,    ,23.75,0.05,+0.21%,130,10,7.33,17.4,47,17.3,化學工業,邱志向,蕭國華
1150,9958,世紀鋼,市,07/06,    ,9.35,-0.04,-0.43%,82,10,18.6,17.3,29.7,9.3,鋼鐵工業,賴文祥,陳志昌
1151,2528,皇普,市,07/06,    ,12.65,0.05,+0.4%,35,10,13.7,17.3,32.5,22.3,建材營造業,賴建明,劉先雯
1152,4806,昇華,櫃,07/06,    ,67.9,2.4,+3.66%,1112,10,2.55,17.3,17.2,1.3,文化創意業,俞惟中,謝侑利
1153,8084,巨虹,櫃,07/06,    ,32,0,0%,21,10,5.39,17.3,23.6,13.3,電子通路業,鄭月卿,蕭焜賢
1154,3441,聯一光,櫃,07/06,    ,43,1.3,+3.12%,7155,10,4,17.2,33.3,6.8,光電業,陳忠政,蔡春霖
1155,4138,曜亞,櫃,07/06,    ,57.3,-0.5,-0.87%,24,10,3,17.2,13.7,6.5,生技醫療業,傅輝東,傅若軒
1156,6609,瀧澤科,櫃,07/06,    ,24.1,-0.1,-0.41%,165,10,7.1,17.1,46,13.8,電機機械,瀧澤修三,戴雲錦
1157,5438,東友,櫃,07/06,    ,15.15,-0.05,-0.33%,102,10,11.3,17,19.8,17.1,電腦及週邊設備業,黃育仁,黃育仁
1158,6152,百一,市,07/06,    ,9.87,0.04,+0.41%,111,10,17.2,17,22.1,7.6,通信網路業,許錦輝,謝德崇
1159,1468,昶和,市,07/06,    ,10.6,0.1,+0.95%,23,10,16,17,35.2,18.5,紡織纖維,陳明澤,陳明澤
1160,6470,宇智,櫃,07/06,    ,53,1,+1.92%,240,10,3.2,17,13.1,1.7,通信網路業,袁允中,袁允中
1161,4153,鈺緯,櫃,07/06,    ,34.35,0.35,+1.03%,84,10,4.94,17,22.2,4.1,生技醫療業,陳國森,陳國森
1162,6130,星寶國際,櫃,07/06,    ,63.5,0,0%,444,10,2.67,17,23.5,15.3,生技醫療業,黃坤鍵,黃坤鍵
1163,4116,明基醫,櫃,07/06,    ,38.25,-0.25,-0.65%,22,10,4.43,17,28.3,1.6,生技醫療業,陳其宏,許棠隆
1164,4735,豪展,櫃,07/06,    ,49.65,0.05,+0.1%,931,10,3.41,16.9,21.1,5.9,生技醫療業,莊明輝,紀強
1165,3577,泓格,櫃,07/06,    ,38.7,0.15,+0.39%,35,10,4.37,16.9,23.9,8.5,電腦及週邊設備業,葉,陳瑞煜
1166,5514,三豐,櫃,07/06,    ,9.57,0,0%,14,10,17.7,16.9,29.5,18.5,建材營造業,洪敏夫,洪敏夫
1167,8467,波力-KY,市,07/06,    ,33.15,0,0%,4,10,5.09,16.9,4,1.6,其他業,洪芳蘭,洪進山
1168,5498,凱崴,櫃,07/06,    ,10.4,0,0%,231,10,16.2,16.8,20.4,16.3,電子零組件業,周邦基,初從維
1169,3615,安可,櫃,07/06,    ,23.8,-0.2,-0.83%,155,10,7.06,16.8,9.8,8.2,光電業,葉垂景,姜明君
1170,3325,旭品,櫃,07/06,    ,21.75,-0.05,-0.23%,55,10,7.71,16.8,21.2,11.9,電腦及週邊設備業,蕭奕彰,蕭奕彰
1171,2431,聯昌,市,07/06,    ,15.05,0,0%,158,10,11.1,16.7,48.5,16.8,電子零組件業,黃育仁,張紹忠(代理)
1172,5905,南仁湖,櫃,07/06,    ,8.17,0.05,+0.62%,104,10,20.4,16.7,27.6,14.1,貿易百貨業,李清波,何曉光
1173,2442,新美齊,市,07/06,    ,6.96,0,0%,142,10,23.9,16.7,31.5,16.6,電腦及週邊設備業,林傳捷,林傳捷
1174,6131,悠克,市,07/06,    ,16.3,0.05,+0.31%,1607,10,10.2,16.6,25.1,12.8,光電業,王進祥,張弓弼
1175,6292,迅德,櫃,07/06,    ,35.3,0,0%,60,10,4.69,16.6,31.1,13.6,電子零組件業,陳嘉雄,蕭春桂
1176,3531,先益,櫃,07/06,    ,27.05,-0.25,-0.92%,28,10,6.12,16.5,37.7,9.2,光電業,鄧嘉文,王惠民
1177,8222,寶一,市,07/06,    ,24,0.1,+0.42%,79,10,6.85,16.4,42.8,2.4,電機機械,曾國浩,曾國浩
1178,3290,東浦,櫃,07/06,    ,16.5,-0.05,-0.3%,105,10,9.95,16.4,22.3,12.1,通信網路業,黃燈財,黃燈財
1179,6227,茂綸,櫃,07/06,    ,21.55,-0.15,-0.69%,37,10,7.61,16.4,38.4,14.5,電子通路業,吳偉國,吳偉國
1180,2516,新建,市,07/06,    ,7.18,0.03,+0.42%,413,10,22.6,16.2,49.6,24.1,建材營造業,鄒宏基,朱台森
1181,8941,關中,櫃,07/06,    ,68.6,-0.3,-0.44%,21,10,2.36,16.2,41.3,14.5,貿易百貨業,洪文照,周毓誠
1182,8476,台境,櫃,07/06,    ,50.5,-0.3,-0.59%,17,10,3.21,16.2,13.5,0.3,其他業,張耿榕,樓仲洲
1183,5523,豐謙,櫃,07/06,    ,14.35,0.55,+3.99%,77,10,11.3,16.2,33.2,17.5,建材營造業,袁玉麒,劉瑞麟
1184,8182,加高,櫃,07/06,    ,15.1,0.05,+0.33%,6,10,10.7,16.2,40.6,11.1,電子零組件業,楊瑞陽,楊瑞陽
1185,2427,三商電,市,07/06,    ,8.61,0.36,+4.36%,2678,10,18.7,16.1,40.6,16.8,資訊服務業,陳翔中,陳翔中
1186,2613,中櫃,市,07/06,    ,13.3,0.05,+0.38%,38,10,12.1,16.1,47.6,22.5,航運業,林宏年,林清展
1187,8374,羅昇,市,07/06,    ,18.35,0.25,+1.38%,162,10,8.76,16.1,33.3,8.5,電機機械,林志誠,陳文德
1188,6186,新潤,櫃,07/06,    ,22.4,0.05,+0.22%,92,10,7.17,16.1,19.3,14.9,建材營造業,黃文辰,黃文興
1189,6169,昱泉,櫃,07/06,    ,45.2,4.1,+9.98%,1611,10,3.55,16,28.2,15.3,資訊服務業,許書綺,洪英超
1190,6538,倉和,櫃,07/06,    ,52.4,-0.2,-0.38%,29,10,3.03,15.9,23.3,0.7,電子零組件業,蔡富得,陳柑富
1191,2440,太空梭,市,07/06,    ,11.4,0.2,+1.79%,47,10,13.9,15.9,31.7,16.7,電子零組件業,王玄輝,王玄輝
