排名,代號,名稱,市場,股本(億),市值(億),上市年數,產業別,董事長
1026,1410,南染,上市,7.2,18.6,41.6,紡織纖維,何  鈞
1027,3455,由田,上櫃,6.11,18.6,7.4,光電業,鄒嘉駿
1028,5491,連展,上櫃,21.7,18.5,14.2,電子零組件業,林肇聰
1029,4956,光鋐,上市,10,18.5,3.6,光電業,洪水樹
1030,3038,全台,上市,22.6,18.3,12.7,光電業,曾瑞銘
1031,1539,巨庭,上市,6.54,18.3,12.6,電機機械,莊博彥
1032,1566,捷邦,上櫃,6.69,18.3,4.4,電機機械,胡湘麒
1033,2546,根基,上市,10.6,18.2,14.7,建材營造業,馬玉山
1034,3029,零壹,上市,9.47,18.2,12.7,資訊服務業,林嘉勳
1035,6186,新潤,上櫃,6.52,18.2,12.8,建材營造業,黃文辰
1036,3466,致振,上櫃,6.14,18.1,9,通信網路業,吳振乾
1037,2380,虹光,上市,22,18.1,16.5,電腦及週邊設備業,盛少瀾
1038,2305,全友,上市,20.6,18.1,26.6,電腦及週邊設備業,許正勳
1039,1528,恩德,上市,18,18.1,14.7,電機機械,廖文嘉
1040,3579,尚志,上市,11.6,18,5.4,半導體業,林蔚山
1041,8432,東生華,上櫃,3.84,17.8,3.1,生技醫療業,李建賢
1042,1414,東和,上市,22,17.8,39.3,紡織纖維,蔡淑櫻
1043,5439,高技,上櫃,7.8,17.7,14.9,電子零組件業,張景山
1044,1465,偉全,上市,10.4,17.6,17.7,紡織纖維,謝仲敏
1045,3046,建碁,上市,11.9,17.6,12.7,電腦及週邊設備業,蔡溫喜
1046,5601,台聯櫃,上櫃,6.48,17.5,20.5,航運業,簡東捷
1047,1730,花仙子,上市,5.35,17.5,13.7,化學工業,蔡心心
1048,2488,漢平,上市,8,17.4,13.7,其他電子業,劉深鏗
1049,4729,熒茂,上櫃,10.2,17.4,6.2,光電業,方敏宗
1050,3221,台嘉碩,上櫃,8.62,17.4,9.2,通信網路業,黃鈺同
1051,1454,台富,上市,14,17.3,22,紡織纖維,張煜生
1052,5481,華韡,上櫃,9.73,17.3,14.1,電子零組件業,蔣明富
1053,3526,凡甲,上櫃,6.62,17.3,7.6,電子零組件業,游萬益
1054,2442,新美齊,上市,18.4,17.3,14.5,電腦及週邊設備業,林傳捷
1055,8074,鉅橡,上櫃,6.52,17.3,11.3,電子零組件業,莊煌星
1056,4907,富宇,上櫃,11.8,17.2,13.2,建材營造業,張清全
1057,4924,F-欣厚,上櫃,3.68,17.2,3.6,電腦及週邊設備業,劉茂宏
1058,4721,美琪瑪,上櫃,7.5,17.1,14.2,化學工業,嚴隆財
1059,6220,岳豐,上櫃,12.8,17.1,12.4,電子零組件業,葉春榮
1060,5317,凱美,上櫃,13.6,17.1,18.5,電子零組件業,何文等
1061,8155,博智,上櫃,5.15,17.1,2.4,電子零組件業,張永青
1062,3303,岱稜,上櫃,10.2,17.1,8,化學工業,蔡國龍
1063,3588,通嘉,上市,4.64,17.1,5.8,半導體業,李皓民
1064,1541,錩泰,上市,7.88,17.1,12.2,電機機械,張經金
1065,6154,順發,上櫃,8.01,17.1,13.3,電子通路業,吳錦昌
1066,1515,力山,上市,18.1,16.8,20.3,電機機械,王坤復
1067,4109,穆拉德,上櫃,7.17,16.8,12.8,生技醫療業,曾冬齡
1068,2375,智寶,上市,9.47,16.8,16.7,電子零組件業,翁啟勝
1069,3205,佰研,上櫃,2.47,16.8,9.7,生技醫療業,陳樂維
1070,6506,雙邦,上櫃,6.54,16.7,4.1,化學工業,張崇棠
1071,2064,晉椿,上櫃,7,16.7,0.4,鋼鐵工業,陳陽輝
1072,8032,光菱,上櫃,5.18,16.7,11.6,電子通路業,呂全福
1073,6129,普誠,上櫃,18.1,16.6,13.4,半導體業,姜長安
1074,3169,亞信,上櫃,5.18,16.6,5.5,半導體業,陳瑞榮
1075,3553,力積,上櫃,6.78,16.6,6.6,半導體業,蔡國智
1076,8038,長園科,上櫃,5.47,16.6,1.5,電子零組件業,張李琇玉
1077,9958,世紀鋼,上市,18.2,16.5,7.2,鋼鐵工業,賴文祥
1078,6175,立敦,上櫃,11.5,16.5,12.9,電子零組件業,吳德銓
1079,3285,微端,上櫃,4.41,16.5,2.8,其他電子業,吳華盛
1080,3508,位速,上櫃,9.28,16.5,7.6,其他電子業,廖世文
1081,2611,志信,上市,17.4,16.5,21.6,航運業,黃春發
1082,6164,華興,上市,11.8,16.4,6.6,光電業,劉守雄
1083,5403,中菲,上櫃,7.37,16.4,15.6,資訊服務業,莊斯威
1084,6215,和椿,上市,8.28,16.4,7.4,其他電子業,和椿行銷顧問股份有限公司
1085,3577,泓格,上櫃,4.37,16.3,6.4,電腦及週邊設備業,葉迺迪
1086,1470,大統染,上市,8.58,16.3,16,紡織纖維,葉泉發
1087,8424,惠普,上櫃,3.61,16.3,2.4,建材營造業,張世宗
1088,1469,理隆,上市,12.5,16.3,16.3,紡織纖維,陳重義
1089,6142,友勁,上市,27.3,16.3,11.8,通信網路業,簡志豪
1090,1468,昶和,上市,16,16.3,16.3,紡織纖維,陳明澤
1091,5452,佶優,上櫃,15.3,16.2,14.6,其他電子業,馬康華
1092,6208,日揚,上櫃,11.5,16.2,12.4,電子零組件業,吳明田
1093,3024,憶聲,上市,28.2,16.2,12.7,光電業,彭君平
1094,8435,鉅邁,上櫃,3.08,16.2,2.4,其他業,丁敏學
1095,3310,佳穎,上櫃,11.2,16.1,6.9,電子零組件業,李志廣
1096,5603,陸海,上櫃,7.46,16.1,18.3,航運業,何英津
1097,6114,翔昇,上櫃,3.62,16,13.7,電子零組件業,張江忠
1098,1471,首利,上市,20.1,16,15.2,電子零組件業,鄭傑
1099,4946,辣椒,上櫃,2.7,16,4,資訊服務業,鄧潤澤
1100,8182,加高,上櫃,10.7,15.9,9,電子零組件業,楊瑞陽
1101,4995,晶達,上櫃,3.41,15.9,3,光電業,李英珍
1102,5315,光聯,上櫃,10.6,15.8,18.6,光電業,韓之華
1103,5355,佳總,上櫃,17.4,15.8,16.9,電子零組件業,曾繼立
1104,2613,中櫃,上市,9.35,15.7,20.3,航運業,林宏年
1105,4413,飛寶,上櫃,6.44,15.7,15.8,紡織纖維,林資益
1106,1787,福盈科,上櫃,7.2,15.7,10.1,化學工業,莊才晉
1107,6235,華孚,上市,16.1,15.7,10.7,電腦及週邊設備業,蔡豐賜
1108,9902,台火,上市,9.8,15.7,50.9,其他業,李泰祺
1109,5523,豐謙,上櫃,11.3,15.7,15.4,建材營造業,袁玉麒
1110,5704,老爺知,上櫃,3.89,15.7,15.4,觀光事業,林清波
1111,6292,迅德,上櫃,4.69,15.6,11.5,電子零組件業,陳嘉雄
1112,3546,宇峻,上櫃,3.45,15.6,7.1,資訊服務業,劉信
1113,3306,鼎天,上櫃,5.06,15.6,9.9,通信網路業,蘇俊豪
1114,3570,大塚,上櫃,1.71,15.6,6.6,資訊服務業,鶴見裕信
1115,8085,福華,上櫃,15.7,15.5,11.2,其他電子業,林蔚山
1116,3663,鑫科,上櫃,7.35,15.5,2.5,其他電子業,劉克強
1117,9950,萬國通,上櫃,6.05,15.5,11.3,塑膠工業,謝明振
1118,4984,F-科納,上市,4.53,15.4,3.7,通信網路業,袁海驥
1119,2415,錩新,上市,9.12,15.4,14.7,電子零組件業,丁廣欽
1120,6243,迅杰,上市,7.53,15.4,5.4,半導體業,翁佳祥
1121,5703,亞都,上櫃,7.02,15.3,15.9,觀光事業,嚴長壽
1122,3419,譁裕,上市,12.4,15.2,7.3,通信網路業,林祺生
1123,3669,圓展,上市,9.82,15.2,3.7,光電業,郭重松
1124,9928,中視,上市,13.3,15.2,15.8,其他業,吳根成
1125,8059,凱碩,上櫃,9.11,15.2,5.2,通信網路業,林瑞英
1126,3315,宣昶,上市,7.03,15.1,8.6,電子通路業,高金榮
1127,2399,映泰,上市,17.8,15.1,15.4,電腦及週邊設備業,王明義
1128,4111,濟生,上櫃,5.48,15.1,16.2,生技醫療業,蘇東茂
1129,2702,華園,上市,9.01,15.1,50.3,觀光事業,陳海尼
1130,5014,建錩,上櫃,16.5,15.1,14.3,鋼鐵工業,李慶柏
1131,6141,柏承,上市,13.3,15,11.6,電子零組件業,李齊良
1132,2427,三商電,上市,18.7,15,14.7,資訊服務業,陳翔中
1133,3095,及成,上櫃,10.9,15,10,通信網路業,張正寬
1134,3593,力銘,上市,11.3,14.9,6.2,光電業,尤惠法
1135,2596,綠意,上櫃,8.27,14.9,6,建材營造業,許燈城
1136,1456,怡華,上市,21.3,14.9,21.5,紡織纖維,黃士豪
1137,4973,廣穎,上櫃,6.52,14.9,2.9,半導體業,陳慧民
1138,1742,台蠟,上櫃,6.47,14.8,11,化學工業,林哲印
1139,6163,華電網,上櫃,10.3,14.8,13.2,通信網路業,陳國章
1140,4305,世坤,上櫃,5.5,14.8,14.6,塑膠工業,林璋賦
1141,5498,凱崴,上櫃,16.2,14.7,14.1,電子零組件業,周邦基
1142,1599,宏佳騰,上櫃,4.5,14.7,2.4,電機機械,鍾杰霖
1143,8099,大世科,上櫃,6.72,14.7,11.1,資訊服務業,林郭文艷
1144,3672,康聯訊,上櫃,2.8,14.6,0.1,通信網路業,陳友信
1145,5438,東友,上櫃,11.3,14.6,14.9,電腦及週邊設備業,黃育仁
1146,3666,光耀,上櫃,4.92,14.6,0.5,光電業,郭維斌
1147,1445,大宇,上市,13.9,14.6,24.3,紡織纖維,張煜生
1148,6603,富強鑫,上櫃,11.7,14.5,11.1,電機機械,王伯壎
1149,8927,北基,上櫃,13.2,14.5,14.6,油電燃氣業,鍾嘉村
1150,5464,霖宏,上櫃,7.11,14.5,14.5,電子零組件業,張枋霖
1151,3089,遠昇,上櫃,6.93,14.5,11.6,電子零組件業,古承翰
1152,1584,精剛,上櫃,10.3,14.4,7.5,其他業,陳興時
1153,6237,驊訊,上櫃,7.75,14.4,12.1,半導體業,鄭期成
1154,3489,森寶,上櫃,8.31,14.4,7.6,建材營造業,簡正雄
1155,3002,歐格,上市,10.2,14.2,13.3,電腦及週邊設備業,李廣浩
1156,4953,緯軟,上櫃,4.26,14.2,1.4,資訊服務業,林憲銘
1157,3093,港建,上櫃,3.63,14.2,9.9,其他電子業,許宏傑
1158,8033,雷虎,上市,12.9,14.2,7.9,其他業,賴春霖
1159,3675,德微,上櫃,4.44,14.2,2.9,半導體業,張恩傑
1160,3232,昱捷,上櫃,3.16,14.1,10.6,電子通路業,蔡棟國
1161,8941,關中,上櫃,1.78,14.1,12.3,貿易百貨業,洪文照
1162,3360,尚立,上櫃,7.29,14.1,9,電子通路業,簡剛民
1163,2528,皇普,上市,12.1,14.1,20.2,建材營造業,賴建明
1164,6294,智基,上櫃,1.54,14.1,11.4,其他業,邱仕榮
1165,4171,瑞基,上櫃,3.43,13.9,0.8,生技醫療業,劉正忠
1166,1569,濱川,上櫃,8.38,13.9,9.8,電腦及週邊設備業,蕭欽銘
1167,6231,系微,上櫃,3.8,13.9,12.3,資訊服務業,王志高
1168,8043,蜜望實,上櫃,7.99,13.9,11.6,電子零組件業,林訓民
1169,2032,新鋼,上市,13.1,13.9,14.7,鋼鐵工業,蔡錫奇
1170,5016,松和,上櫃,4.96,13.9,14.2,鋼鐵工業,林敏舜
1171,5015,華祺,上櫃,6.06,13.9,14.4,鋼鐵工業,葉明彥
1172,3548,兆利,上櫃,5.06,13.9,7.2,電子零組件業,劉光華
1173,6160,欣技,上櫃,6.85,13.8,13.2,電腦及週邊設備業,廖宜彥
1174,4173,久裕,上櫃,4.46,13.8,1.6,生技醫療業,陳啟修
1175,2025,千興,上市,32.3,13.8,19.3,鋼鐵工業,葉碩堂
1176,4747,強生,上櫃,3,13.8,1.4,生技醫療業,黃柏熊
1177,1813,寶利徠,上櫃,4.66,13.8,5.8,生技醫療業,宋一新
1178,5251,天鉞電,上櫃,3.09,13.8,2.5,光電業,汪攘夷
1179,4188,安克,上櫃,4.08,13.8,0.2,其他業,李成家
1180,1439,中和,上市,9.2,13.8,26,紡織纖維,陳植英
1181,1423,利華,上市,17.3,13.7,36.1,紡織纖維,應柔爾
1182,6158,禾昌,上櫃,11.3,13.7,13.3,電子零組件業,陳財福
1183,1593,祺驊,上櫃,3.03,13.6,2.9,生技醫療業,徐鉦鑑
1184,1906,寶隆,上市,15.1,13.6,39.1,造紙工業,黃萬村
1185,3324,雙鴻,上櫃,7.11,13.6,10,其他電子業,林育申
1186,8418,F-必勝,上櫃,6.9,13.6,3.5,其他業,林永車
1187,4939,亞電,上櫃,9.82,13.6,3.7,電子零組件業,李建輝
1188,6123,上奇,上櫃,5.51,13.5,13.3,電腦及週邊設備業,章孝祺
1189,3664,F-安瑞,上櫃,7.76,13.5,4.9,通信網路業,沈以峰
1190,3615,安可,上櫃,7.06,13.5,6.1,光電業,葉垂景
1191,6101,弘捷,上櫃,5.91,13.5,14.1,電子零組件業,涂兆均
1192,1616,億泰,上市,19.4,13.5,14.7,電器電纜,張明泉
1193,4950,牧東,上櫃,5.9,13.4,3.1,光電業,余人勇
1194,3217,優群,上櫃,8.41,13.4,11.1,電子零組件業,王朝樑
1195,1781,合世,上櫃,4.74,13.4,10.4,生技醫療業,楊國和
1196,6156,松上,上櫃,10,13.3,13.3,電子零組件業,包仁志
1197,8390,金益鼎,上櫃,7.54,13.3,7,其他業,莊清旗
1198,9929,秋雨,上市,9.58,13.3,15.9,其他業,陳慧遊
1199,2453,凌群,上市,10,13.2,14,資訊服務業,劉瑞復
1200,3021,鴻名,上市,10.8,13.2,12.7,電子零組件業,張幸助
1201,4523,永彰,上櫃,6.4,13.2,15.5,電機機械,鄭萬來
1202,6218,豪勉,上櫃,6.43,13.2,12.4,通信網路業,彭以豪
1203,3027,盛達,上市,9.67,13.1,12.7,通信網路業,陳忠廷
1204,5493,三聯,上櫃,4.14,13.1,14.1,其他電子業,林榮渠
1205,6233,旺玖,上櫃,8.46,13.1,12.3,半導體業,張景棠
1206,4728,雙美,上櫃,5.45,13,3.4,生技醫療業,王進富
1207,5259,清惠,上市,7.2,13,1.5,光電業,吳煥松
1208,1474,弘裕,上市,13,13,14.6,紡織纖維,葉明洲
1209,4433,興采,上櫃,3.01,13,0.6,紡織纖維,陳國欽
1210,3191,和進,上櫃,5.47,13,10.1,電子零組件業,龔俊仁
1211,8374,羅昇,上市,8.76,12.9,6.4,電機機械,林志誠
1212,3550,聯穎,上市,8.5,12.9,4.5,電子零組件業,何鈞銜
1213,2342,茂矽,上市,37.2,12.9,19.7,半導體業,唐亦仙
1214,8084,巨虹,上櫃,5.39,12.8,11.2,電子通路業,鄭月卿
1215,6117,迎廣,上市,8.86,12.8,11.7,電腦及週邊設備業,賴文賢
1216,4706,大恭,上櫃,7.9,12.7,17.1,化學工業,鄧加惠
1217,2465,麗臺,上市,10.7,12.7,13.7,電腦及週邊設備業,盧崑山
1218,2302,麗正,上市,16.1,12.7,30.3,半導體業,林文騰
1219,6126,信音,上櫃,11.4,12.7,13.3,電子零組件業,彭良雄
1220,2038,海光,上市,17.3,12.7,6.4,鋼鐵工業,黃滄海
1221,3050,鈺德,上市,17.8,12.6,12.6,光電業,張昭焚
1222,9935,慶豐富,上市,14,12.6,14.7,其他業,許閔琁
1223,5310,天剛,上櫃,4.51,12.6,19.1,資訊服務業,沈明聰
1224,6135,佳營,上櫃,7.62,12.6,13.3,電子通路業,董正文
1225,2444,友旺,上市,8.54,12.6,14.5,通信網路業,歐陽自坤
1226,8940,新天地,上市,6.75,12.6,6,觀光事業,歐敏輝
1227,8222,寶一,上市,6.82,12.5,0.3,電機機械,曾煥明
1228,3325,旭品,上櫃,7.71,12.5,9.8,電腦及週邊設備業,蕭奕彰
1229,2440,太空梭,上市,13.9,12.5,14.5,電子零組件業,王玄輝
1230,1586,和勤,上櫃,4.66,12.5,3.4,電機機械,邱東和
1231,5902,德記,上櫃,9.45,12.5,17.3,貿易百貨業,黃瑞典
1232,5302,太欣,上櫃,16.2,12.5,24.3,半導體業,王國肇
1233,4720,德淵,上櫃,7.54,12.4,14.2,化學工業,林啟琛
1234,4972,湯石,上櫃,3.7,12.2,1.9,光電業,湯士權
1235,5324,士開,上櫃,9.34,12.2,18.3,建材營造業,李昌霖
1236,1615,大山,上市,11.2,12.2,15.1,電器電纜,蘇文彬
1237,8080,奧斯特,上櫃,6.4,12.2,11,電子零組件業,許世弘
1238,2321,東訊,上市,63.1,12.2,23.5,通信網路業,劉兆凱
1239,2641,正德,上櫃,12,12.1,0.6,航運業,蔡邦權
1240,3564,其陽,上櫃,2.04,12.1,1.5,通信網路業,范希光
1241,3512,能緹,上櫃,4.4,12.1,7.8,電子零組件業,陳文宏
1242,3016,嘉晶,上市,9.41,12,12.4,半導體業,楊炳連
1243,2726,F-雅茗,上櫃,2.74,12,0.4,觀光事業,吳伯超
1244,5209,新鼎,上櫃,2.34,11.9,13.2,資訊服務業,易惠南
1245,1735,日勝化,上市,9.94,11.9,12.7,化學工業,何文杰
1246,3092,鴻碩,上櫃,6.38,11.9,5,電子零組件業,張利榮
1247,6133,金橋,上市,11.7,11.8,11.8,電子零組件業,林麥升
1248,6248,沛波,上櫃,3.42,11.7,11.7,電子零組件業,趙世傑
1249,6236,康呈,上櫃,3.17,11.7,12.1,半導體業,吳俊毅
1250,6127,九豪,上櫃,8.5,11.7,13.4,電子零組件業,陳清金
1251,5529,志嘉,上櫃,10.2,11.7,19.4,建材營造業,葉哲宏
1252,4429,聚紡,上櫃,3.44,11.7,4.7,紡織纖維,蔡秋雄
1253,8079,誠遠,上櫃,8.02,11.7,11.4,半導體業,許誠焰
1254,5410,國眾,上櫃,8.97,11.7,15.5,資訊服務業,王超群
1255,1258,F-其祥,上櫃,3.4,11.6,3.4,食品工業,王其祥
1256,6227,茂綸,上櫃,7.61,11.6,12.4,電子通路業,李沛霆
1257,6426,統新,上櫃,3.23,11.6,0.4,通信網路業,劉奇林
1258,3581,博磊,上櫃,5.18,11.5,0.3,半導體業,李篤誠
1259,3531,先益,上櫃,6.12,11.5,7.1,光電業,鄧福順
1260,8088,品安,上櫃,5.79,11.5,11.2,半導體業,謝吳沛
1261,5701,劍湖山,上櫃,25.4,11.5,17.2,觀光事業,陳志鴻
1262,6151,晉倫,上櫃,5.53,11.5,13.2,其他電子業,鐘春重
1263,8049,晶采,上櫃,13.1,11.5,11.3,光電業,蘇漢傑
1264,1529,樂士,上市,30,11.4,14.7,電機機械,施允澤
1265,5475,德宏,上櫃,22.1,11.4,14.3,電子零組件業,劉暉麟
1266,2424,隴華,上市,3,11.4,14.7,電腦及週邊設備業,王光祥
1267,1617,榮星,上市,14.4,11.3,14.7,電器電纜,王東憲
1268,6265,方土昶,上櫃,11.8,11.3,11.6,電子通路業,張政文
1269,3118,進階,上櫃,3.25,11.3,7,生技醫療業,邱春龍
1270,4534,慶騰,上櫃,7.98,11.3,12.1,電機機械,王光彬
1271,6266,泰詠,上櫃,8.09,11.2,11.1,電子零組件業,崔世和
1272,5460,同協,上櫃,7.2,11.2,14.6,電子零組件業,劉定泮
1273,1235,興泰,上市,5.62,11.2,14.7,食品工業,吳金泉
1274,3171,新洲,上櫃,5.92,11.2,10.7,電腦及週邊設備業,李志賢
1275,5878,台名,上櫃,1.88,11.2,0.6,金融保險業,李正之
1276,3312,弘憶股,上市,9.52,11.1,4.4,電子通路業,葉佳紋
1277,2063,世鎧,上櫃,4.33,11.1,4.7,鋼鐵工業,杜泰源
1278,6211,福登,上櫃,4.16,11.1,12.4,電子零組件業,約翰休斯頓
1279,1213,大飲,上市,5.15,11.1,34.1,食品工業,江國貴
1280,2916,滿心,上櫃,5.46,11.1,10.2,貿易百貨業,李俊良
1281,3402,漢科,上櫃,7.3,11,8.4,其他電子業,溫永宏
1282,4127,天良,上櫃,4.58,11,9.8,生技醫療業,紀元章
1283,3432,台端,上市,6.66,11,4.4,電子零組件業,林樂堯
1284,6264,富裔,上櫃,13.8,11,11.2,建材營造業,祝文定
1285,3224,三顧,上櫃,4,11,11,電子通路業,黃美月
1286,2482,連宇,上市,6.21,10.9,13.7,其他電子業,羅鋇
1287,3642,駿熠電,上櫃,3.18,10.9,3.6,其他電子業,高英昶
1288,1524,耿鼎,上市,18,10.9,16.6,電機機械,李茂源
1289,6199,精威,上櫃,5.68,10.8,1.9,其他業,李振寬
1290,4415,台原藥,上櫃,7.09,10.8,15.4,其他電子業,蘇慶華
1291,6170,統振,上櫃,9.37,10.8,13.1,通信網路業,陳敦仁
1292,5353,台林,上櫃,9.12,10.8,17,通信網路業,陳哲宏
1293,8071,能率豐,上櫃,5.23,10.7,11.4,電子零組件業,胡湘麒
1294,8410,森田,上櫃,3.66,10.7,4.2,電腦及週邊設備業,黃樟山
1295,8354,冠好,上櫃,6.37,10.6,11.1,塑膠工業,楊文章
1296,3438,類比科,上櫃,3.86,10.6,8.8,半導體業,劉紹宗
1297,8937,合騏,上櫃,7.25,10.6,12.6,其他業,陳昱妤
1298,8147,正淩,上櫃,2.13,10.6,2.1,電子零組件業,徐季麟
1299,2719,燦星旅,上櫃,3.63,10.6,3.2,觀光事業,陳彥君
1300,5384,捷元,上櫃,7.96,10.5,16.1,電腦及週邊設備業,黃偉祥
1301,5328,華容,上櫃,17.8,10.5,17.7,電子零組件業,瑞軒科技股份有限公司
1302,6161,捷波,上櫃,12.1,10.5,13.2,電腦及週邊設備業,楊光強
1303,6247,淇譽電,上櫃,6.03,10.5,11.9,其他電子業,許黃月華
1304,3684,榮昌,上櫃,2.05,10.5,1.2,通信網路業,陳家榮
1305,3071,協禧,上櫃,14.6,10.5,10.4,電腦及週邊設備業,黃瑞益
1306,2434,統懋,上市,11.1,10.4,14.7,半導體業,唐明亮
1307,5398,力瑋,上櫃,4.18,10.4,15.6,電子零組件業,蔣瑮雯
1308,2358,廷鑫,上市,8.5,10.3,18.4,電腦及週邊設備業,吳福禱
1309,6432,今展科,上櫃,1.95,10.3,0,電子零組件業,王琴賢
1310,1472,三洋紡,上市,7.16,10.3,14.7,紡織纖維,黃俊銘
1311,4903,聯光通,上櫃,8.88,10.3,14,通信網路業,徐肇佑
1312,2734,易飛網,上櫃,2.61,10.2,1.4,觀光事業,周育蔚
1313,4303,信立,上櫃,7,10.2,16.2,塑膠工業,吳益仁
1314,6109,亞元,上櫃,7.27,10.2,13.8,通信網路業,嚴維群
1315,1613,台一,上市,22.8,10.2,19.6,電器電纜,許守信
1316,3536,誠創,上市,9.68,10.2,7.1,光電業,馬永玲
1317,1512,瑞利,上市,18.2,10.1,21.3,電機機械,呂瑞晃
1318,6259,百徽,上櫃,7.25,10.1,11.7,電子零組件業,何一勤
1319,8201,無敵,上市,8.91,10.1,7.6,其他電子業,曾炳榮
1320,5211,蒙恬,上櫃,3.2,9.98,12.4,資訊服務業,蔡義泰
1321,3308,聯德,上市,9.99,9.92,7.2,電子零組件業,陳銘智
1322,6118,建達,上櫃,9.09,9.91,13.6,電子通路業,陳文琦
1323,4542,科嶠,上櫃,2.57,9.89,0.7,電子零組件業,鄧全凱
1324,3537,堡達,上櫃,4.87,9.89,5.3,電子零組件業,黃德聰
1325,5202,力新,上櫃,5.91,9.84,14.6,資訊服務業,林榮生
1326,8929,富堡,上櫃,3.51,9.8,14.5,其他業,林煥強
1327,5102,富強,上櫃,6.41,9.71,14.6,橡膠工業,蔡文順
1328,6174,安碁,上櫃,5,9.7,13.1,電子零組件業,林逸倫
1329,8289,泰藝,上櫃,7.75,9.69,7.1,電子零組件業,宋勝泰
1330,6130,基因,上櫃,2.67,9.67,13.2,生技醫療業,曾祐詮
1331,2061,風青,上櫃,6.21,9.63,4.5,電器電纜,陳福得
1332,5255,美桀,上櫃,3.81,9.6,0.8,電子零組件業,羅鵬程
1333,6431,F-光麗,上市,4.56,9.58,0.5,光電業,張亦雲
1334,1721,三晃,上市,8.37,9.58,19,化學工業,鄭銘源
1335,3206,志豐,上櫃,4.15,9.53,8.3,電子零組件業,張演堂
1336,8935,邦泰,上櫃,12,9.53,13.2,其他業,亨利通投資股份有限公司
1337,3276,宇環,上櫃,6.97,9.48,10.4,電子零組件業,陳世(金欣)
1338,5340,建榮,上櫃,19.5,9.43,17.3,電子零組件業,柯長崎
1339,3535,晶彩科,上市,7.86,9.43,7.3,光電業,陳永華
1340,3540,曜越,上櫃,6.47,9.41,7.4,電腦及週邊設備業,林培熙
1341,5276,F-達輝,上櫃,3.95,9.38,0.9,其他業,徐鴻鈞
1342,3086,華義,上櫃,5.93,9.36,11.1,文化創意業,黃博弘
1343,3652,精聯,上櫃,4.68,9.33,5.7,電腦及週邊設備業,葉國筌
1344,5484,慧友,上市,11.6,9.32,11.7,光電業,黃佳銘
1345,8040,九暘,上櫃,8.66,9.31,8.1,半導體業,羅瑞祥
1346,6165,捷泰,上市,9.5,9.31,11.8,電子零組件業,劉忠義
1347,6270,倍微,上櫃,7.37,9.25,11.7,電子通路業,傅江松
1348,2024,志聯,上市,10.2,9.23,19.4,鋼鐵工業,劉春興
1349,3011,今皓,上市,11.3,9.2,12.8,電子零組件業,林文煌
1350,2438,翔耀,上市,7.52,9.14,14.7,光電業,邱連春
1351,3297,杭特,上櫃,3.68,9.09,10,光電業,鄭子釗
1352,1324,地球,上市,7.51,9.09,14.7,塑膠工業,張德照
1353,8921,沈氏,上櫃,4.66,9.09,15.2,其他業,陳哲三
1354,8913,全銓,上櫃,5.46,9.07,16.9,其他業,李家弘
1355,3085,久大,上櫃,7.12,9.05,11.2,資訊服務業,皇庭投資有限公司
1356,6250,宇加,上櫃,1.82,9.04,11,電子零組件業,王志誠
1357,3354,律勝,上櫃,8.4,9.03,9.5,電子零組件業,李美蓉
1358,5011,久陽,上櫃,3.36,9,16,鋼鐵工業,孫正強
1359,9962,有益,上櫃,9.02,8.97,8.9,鋼鐵工業,劉憲同
1360,3373,熱映,上櫃,4.33,8.96,7.4,其他電子業,黃洲杰
1361,8930,青鋼,上櫃,7,8.93,14.5,鋼鐵工業,陳清安
1362,8183,精星,上櫃,11.6,8.92,10.1,其他電子業,邱蕭鈺
1363,1418,東華,上市,13.2,8.89,38.3,紡織纖維,林河輝
1364,3291,遠翔科,上櫃,3.56,8.89,6.2,半導體業,林登財
1365,3122,笙泉,上櫃,3.95,8.87,0.3,半導體業,溫國良
1366,2718,桃園店,上櫃,2.26,8.85,4.2,觀光事業,楊顯玲
1367,6171,亞銳士,上櫃,6.04,8.84,13.1,電子通路業,賴源釗
1368,6221,晉泰,上櫃,3.71,8.82,12.4,資訊服務業,林澤鈿
1369,4712,南璋,上櫃,9.63,8.81,16.1,食品工業,許曜廷
1370,3018,同開,上市,5.19,8.8,12.7,其他電子業,陳儀潔
1371,6204,艾華,上櫃,3.61,8.74,12.5,電子零組件業,黃子軒
1372,4513,福裕,上櫃,7.69,8.73,17.2,電機機械,張寶銘
1373,5321,友銓,上櫃,2.88,8.71,18.4,電子零組件業,呂永美
1374,3322,建舜電,上櫃,8.53,8.7,6,電子零組件業,黃欽雄
1375,2221,大甲,上櫃,4.24,8.7,7.8,其他業,黃士峰
1376,4121,優盛,上櫃,7.33,8.65,11.8,生技醫療業,劉志平
1377,6283,淳安,上市,14.2,8.61,7.3,通信網路業,張榮德
1378,4716,大立,上櫃,7.18,8.61,15.2,化學工業,邱志向
1379,8420,明揚,上櫃,5.1,8.59,0.5,其他業,鄭錫潛
1380,6190,萬泰科,上櫃,12.3,8.59,17.3,通信網路業,張銘烈
1381,3230,錦明,上櫃,11,8.58,8.7,光電業,蔡進財
1382,8277,商丞,上櫃,9.16,8.55,10.4,半導體業,程慶中
1383,3499,環天科,上櫃,5.83,8.55,8.6,通信網路業,陳賢哲
1384,8401,白紗科,上櫃,5.69,8.54,5.1,其他業,林衍束
1385,1570,力肯,上櫃,5.15,8.52,9.9,電機機械,溫銘漢
